State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
Tamil Nadu,The Nilgiris,0.24,0.92,3853.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0.01,0.02,2857.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,10000,0,0,0,0,0,0,0.94,0,0
Tamil Nadu,Kanyakumari,9.63,33.03,3431.03,0,0,0,0,0,1000,0,0,0,0,0,1000,0,0,0,0,0.04,7200,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.25,746.27,0.01,0.03,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Thane,132.68,246.3,1856.37,0.02,0.02,1419.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,13.9,14.5,1043.17,0,0,0,3.3,2.9,878.79,2.5,1.2,480,10.07,6.18,614.12,0.08,0.1,1320.51,0.55,0.3,545.45,0.01,0,0,0,0,0,0,0,0,0,0,0,0.07,0.04,514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Raigad,114.24,310.8,2720.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5.3,791.04,0,0,0,0.01,0,0,0.3,0.2,666.67,12.02,3.9,324.74,0.12,0.2,1626.02,0,0,0,0.03,0.01,333.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Ratnagiri,139.25,430.7,3093.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,1500,0,0,0,0,0,0,0,0,0,7.16,4.53,632.4,1.37,2.64,1921.4,0.04,0.01,300,0.04,0.03,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,6.85,5998.25,0,0,0,0,0,0,0,0,0
Maharashtra,Nasik,72.5,153.6,2118.62,112.46,223.6,1988.3,0.8,1.1,1375,5.8,3.9,672.41,6.6,5,757.58,136.5,199.9,1464.47,163.58,770.1,4707.67,26,19,730.77,0,0,0,72.5,61.7,851.03,7.6,6.2,815.79,20.69,13.2,637.77,24.33,33.52,1377.89,0.03,0.01,303.03,0.1,0.1,1000,0,0,0,0.3,0.1,333.33,0,0,0,0.04,0.02,534.88,67.5,137.6,2038.61,0,0,0,11.86,98.86,8332.07,65.4,25.94,396.61,0,0,0,0,0,0
Maharashtra,Dhule,33.6,44.2,1315.48,75.66,159.7,2110.73,61.5,92.2,1499.19,25.5,30.9,1211.76,87,123.1,1414.94,82.76,106.9,1291.66,123.93,384.4,3101.78,1.62,2.21,1366.73,0,0,0,96.2,181.8,1889.81,30.9,20.9,676.38,57.13,33.46,585.7,22.57,25.47,1128.44,0.51,0.14,271.12,1.5,0.6,400,0,0,500,0.2,0.1,500,0,0,0,0.31,0.18,581.17,45.63,71.8,1573.53,0,0,0,17.39,146.61,8431.68,297,102.89,346.42,0,0,0,0,0,0
Maharashtra,Jalgaon,0,0,0,51.01,97.3,1907.32,55.7,105.8,1899.46,35.4,60.8,1717.51,91.1,166.6,1828.76,20.2,20.2,1000,202.67,723.5,3569.91,0,0,0,0,0,0,72.3,92.2,1275.24,19.5,14.4,738.46,62.63,32.7,522.14,5.05,5.6,1108.03,3.63,1.24,343.08,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,0.01,0,555.56,34.14,55.9,1637.42,0,0,0,9.33,79.31,8500.54,514.3,150.28,292.21,0,0,0,0,0,0
Maharashtra,Ahmednagar,16.2,37.3,2302.47,79.8,177.5,2224.31,1.6,1,625,548.9,298.3,543.45,550.5,299.3,543.69,119.5,120.1,1005.02,78.38,241.9,3086.29,0.1,0.1,1000,0,0,0,208.01,166,798.06,15.7,15.6,993.63,80.16,29.03,362.09,15.72,19.5,1240.62,0.24,0.08,323.53,0.21,0.09,425.23,0.1,0.04,400,1.09,0.22,201.83,0.05,0.02,340,0.71,0.39,552.89,59.28,86.9,1465.83,0,0,0,104.4,1130.89,10831.86,132.8,39.71,299.01,0,0,0,0,0,0
Maharashtra,Pune,52,124,2384.62,72.4,177.2,2447.51,1.7,1.6,941.18,223.4,163.4,731.42,225.1,165,733.01,32,23.1,721.88,47.33,146.6,3097.53,2.7,2.2,814.81,0,0,0,90.3,102.7,1137.28,2,1.3,650,36.53,11.73,320.99,21.69,23.1,1065.2,0.88,0.28,313.99,0.01,0,400,0,0,0,0.1,0.01,100,0,0,0,0.23,0.12,541.48,20.23,40.9,2021.65,0,0,0,113.14,1327.06,11729.36,0,0,0,0,0,0,0,0,0
Maharashtra,Satara,45.8,83,1812.23,37.2,75.1,2018.82,24.1,33.1,1373.44,136.6,124.6,912.15,160.7,157.7,981.33,67.4,34.1,505.93,33.99,98.1,2886.48,4.5,5.1,1133.33,0,0,0,31,28.9,932.26,1.7,0.3,176.47,48.17,45.2,938.32,35.68,51.6,1446.35,0.01,0,300,0.1,0.04,400,0.1,0.1,1000,0.05,0.01,208.33,0,0,0,0.64,0.33,522.76,69.7,128.5,1843.62,0,0,0,80.64,798.38,9900.05,0.09,0.02,211.76,0,0,0,0,0,0
Maharashtra,Sangli,17,39.3,2311.76,25.1,49.8,1984.06,53.8,44.9,834.57,139.3,86.8,623.12,193.1,131.7,682.03,58.8,8.7,147.96,58.78,142.2,2419.03,0,0,0,0,0,0,29.4,26.9,914.97,7.4,2.2,297.3,36.44,7.64,209.71,29.25,35.2,1203.58,0.02,0.02,909.09,0.01,0.01,714.29,0.5,0.3,600,0.03,0.01,370.37,0,0,0,1.26,0.74,584.26,47.3,78.8,1665.96,0,0,0,80.18,854.68,10660.05,0.25,0.04,141.73,0,0,0,0,0,0
Maharashtra,Solapur,0.6,0.07,116.67,68.7,81.83,1191.12,0,0,0,656.9,370.08,563.37,656.9,370.08,563.37,28.6,9.74,340.56,75.81,156.12,2059.39,0,0,0,0,0,0,68.25,46.1,675.47,29.8,18.7,627.52,36.99,7.1,191.85,5.11,5.51,1077.22,0.41,0.14,351.09,0.1,0.02,200,0.8,0.4,500,0.1,0.02,200,0.08,0.03,350,21.09,10.91,517.12,33.59,38.56,1148.03,0,0,0,100.5,1046.81,10415.55,0.3,0.07,240,0,0,0,0,0,0
Maharashtra,Kolhapur,109.46,334.3,3054.2,2.8,6.5,2321.43,4.9,8.6,1755.1,12.6,19.1,1515.87,17.5,27.7,1582.86,0,0,0,10.44,30.4,2911.88,21.3,34,1596.24,0,0,0,5.4,4.6,851.85,2,0.3,150,10.17,3.09,303.46,54.5,82.4,1511.93,0.01,0,333.33,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,943.79,51.3,109.7,2138.4,0,0,0,143.9,1477.9,10269.97,0.01,0,166.15,0,0,0,0,0,0
Maharashtra,Aurangabad,0,0,0,103.1,153.6,1489.82,3.5,4.85,1384.57,248.6,174.3,701.13,252.1,179.15,710.61,73.7,49.5,671.64,112.65,228.3,2026.58,0,0,0,0,0,0,145.6,100.8,692.31,118.3,95.2,804.73,50.97,12.69,248.96,9,6.4,711.11,0.52,0.08,149.51,0.2,0.04,215,0.64,0.6,937.5,1.8,0.31,172.22,0,0,0,0.15,0.12,794.52,141.6,92,649.72,0,0,0,45.12,259.03,5741.29,800.89,106.16,132.56,0,0,0,0,0,0
Maharashtra,Parbhani,0,0,0,67,70.1,1046.27,69.17,39.08,564.94,113.63,83.9,738.37,182.8,122.98,672.74,1.65,0.59,356.97,5.63,4.71,836.09,0,0,0,0,0,0,183.07,151.19,825.88,130.3,142,1089.79,107.58,35.31,328.24,6.17,7.6,1232.09,1.6,0.23,142.59,0,0,0,8,3.6,450,0.84,0.21,250,0.09,0.03,352.94,0.01,0,333.33,405.47,401.08,989.18,0,0,0,34.5,144.15,4178.26,272.1,90.32,331.95,0,0,0,0,0,0
Maharashtra,Beed,0.06,0.03,461.54,53.9,57.59,1068.46,21,14.61,695.71,500.3,232.64,465,521.3,247.25,474.3,152.7,90.24,590.96,48.83,36.32,743.82,0,0,0,0,0,0,138.4,83.5,603.32,92.6,52.2,563.71,41.34,16.9,408.83,31.66,17.45,551.17,6.6,1,151.84,0.02,0.01,500,2.96,1.28,432.43,0.1,0.01,100,1.14,0.38,333.33,1.11,0.89,806.33,181.3,128.3,707.67,0,0,0,36.05,207.29,5749.93,348.51,50,143.48,0,0,0,0,0,0
Maharashtra,Nanded,0.81,1.2,1485.15,46.1,46,997.83,88.4,57.8,653.87,35.71,37.6,1053.01,124.1,95.4,768.71,0,0,0,6.15,10.3,1675.89,0,0,0,0,0,0,123.59,155.4,1257.42,77.2,67.9,879.53,69.37,20.91,301.43,3.94,2.7,686.82,3.21,1.02,319.71,0.01,0,222.22,4.9,3.7,755.1,0,0,0,0,0,400,0.06,0.03,500,273.5,190.4,696.16,0,0,0,23,149.5,6500,299.54,56.11,187.31,0,0,0,0,0,0
Maharashtra,Osmanabad,10.3,3,291.26,47.1,31,658.17,91.34,76.2,834.21,195.07,142.1,728.47,286.41,218.3,762.19,11.4,4.9,429.82,40.34,31.3,775.89,0,0,0,0,0,0,362.83,265.4,731.47,181.6,189.5,1043.5,61.7,16.97,275.05,8.84,6.2,701.12,6.5,0.83,127.15,1.4,0.3,214.29,19.5,10.8,553.85,1,0.2,200,2.02,0.7,346.71,14.15,6.14,433.6,508.2,544.4,1071.23,0,0,0,75,401.5,5353.33,16.56,3.55,214.14,0,0,0,0,0,0
Maharashtra,Buldhana,0,0,0,35.92,56.3,1567.37,20.2,18.6,920.7,13.23,9.1,687.78,33.43,27.7,828.52,2.18,1,458.72,39.6,88.8,2242.37,0,0,0,0,0,0,132.2,107.7,814.67,76.19,47.79,627.18,30.64,17.44,569.25,2.22,3,1348.92,1.82,0.39,213.11,0.7,0.3,428.57,0.1,0.1,1000,0.12,0.06,500,0,0,0,0.04,0.02,538.46,370.29,439.6,1187.18,0,0,0,0.26,1.29,5019.46,174.54,32.56,186.56,0,0,0,0,0,0
Maharashtra,Akola,0,0,0,25.5,37,1450.98,19.17,13.9,724.98,0.39,0.3,764.56,19.57,14.2,725.78,0.3,0.15,483.33,1.15,2.5,2168.26,0,0,0,0,0,0,124.9,115.8,927.14,113.71,78.78,692.83,59.3,22.1,372.63,2.1,3.2,1520.19,1.33,0.22,169.43,0,0,0,0.8,0.34,418.75,0.1,0.01,150,0,0,0,0.17,0.07,413.79,504.5,371.1,735.58,0,0,0,0.2,0.92,4623.12,183.8,46.46,252.76,0,0,0,0,0,0
Maharashtra,Amarawati,8.9,3,337.08,39.3,69.4,1765.9,18.34,17.5,954.15,0,0,0,18.34,17.5,954.15,0.1,0.05,442.31,8.02,18.8,2344.14,0,0,0,0,0,0,103.9,130.9,1259.87,112.3,111.1,989.31,38.29,4.95,129.29,3.37,4,1188.35,0.06,0.01,183.33,0.9,0.36,400,0.4,0.2,500,0.1,0.03,280,0,0,0,0.01,0,428.57,287.1,265.2,923.72,0,0,0,0.12,0.48,3966.94,207.46,68.45,329.97,0,0,0,0,0,0
Maharashtra,Yeotmal,0,0,0,12.8,13,1015.62,22.55,12.1,536.68,1.33,1,754.15,23.87,13.1,548.76,0.04,0.02,432.43,2.4,4.9,2041.67,0,0,0,0,0,0,94.1,75,797.02,134.6,130.8,971.77,18.42,5.07,275.24,3.14,3.8,1210.96,0.63,0.13,200,0,0,400,0.1,0.1,1000,0,0,0,0,0,0,0,0,500,254.5,206.3,810.61,0,0,0,14.13,59.33,4199.76,470.3,85.95,182.76,0,0,0,0,0,0
Maharashtra,Wardha,0,0,0,14.82,21.9,1478.13,3,1.3,433.33,3.5,2.6,742.86,6.5,3.9,600,0,0,0,0.23,0.1,442.48,0,0,0,0,0,0,31.4,36.8,1171.97,88.54,100.64,1136.68,0.09,0.03,321.84,1.59,1.91,1201.77,0.02,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.1,177.4,1527.99,0,0,0,2.17,13.01,6000.92,251.06,113.13,450.61,0,0,0,0,0,0
Maharashtra,Nagpur,97.28,183.6,1887.43,135.2,244.4,1807.65,2.3,1.7,739.13,0.1,0.01,140,2.4,1.71,714.17,0,0,0,0.51,0.25,492.13,0,0,0,0,0,0,64.4,74.6,1158.39,65.97,73.98,1121.31,2.88,0.87,303.65,3.59,4.3,1197.1,0,0,0,0.2,0.1,500,0,0,0,0.1,0.03,310,0.01,0,0,0.13,0.06,431.82,151.1,172.4,1140.97,0,0,0,4.27,22.19,5199.16,145.17,62.57,431,0,0,0,0,0,0
Maharashtra,Bhandara,315.89,449.1,1421.69,13.19,15.1,1145.07,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.33,444.15,0,0,0,0,0,0,15.4,14.8,961.04,18.66,19.89,1066.24,27.77,15.13,545.04,0,0,400,1.97,0.38,192.07,0.3,0.05,180,0,0,0,0,0,0,5.5,1.7,309.09,0,0,0,5.3,6.4,1207.55,0,0,0,4.7,27.75,5900.49,0.04,0.02,473.68,0,0,0,0,0,0
Maharashtra,Chandrapur,284.38,287.3,1010.26,18.66,20.9,1120.22,2.22,1.31,590.19,2.6,1,384.62,4.82,2.31,479.37,0,0,0,2.37,5.47,2309.41,0,0,0,0,0,0,37.6,23.2,617.02,45.73,59.6,1303.28,39.41,18.27,463.5,0.03,0.04,1166.67,0.75,0.16,208.56,0.81,0.2,249.69,0,0,0,0.13,0.03,267.72,1.7,0.4,235.29,0.03,0.02,727.27,66.1,62.3,942.51,0,0,0,0.03,0.13,5000,170.69,62.6,366.76,0,0,0,0,0,0
Gujarat,Ahmedabad,157.76,350.56,2222.13,169.62,391.38,2307.33,0.06,0.09,1392.52,0.41,0.54,1321.87,0.47,0.63,1331.36,7.14,20.61,2888.02,1.15,2.54,2213.23,0,0,0,0,0,0,44.16,46.21,1046.49,2.13,2.65,1242.85,23.65,15.46,653.89,3.64,10.63,2922.81,3.16,1.95,617.32,1.04,1.8,1731.13,0,0,0,66.75,132.79,1989.33,0,0,0,0,0,0,0,0,1000,0,0,0,0,0.01,6200,177.84,107.2,602.79,0,0,0,4.32,0.19,0
Gujarat,Amreli,0,0,0,8.04,30.9,3842.68,0,0,0,0.07,0.09,1323.94,0.07,0.09,1323.94,3.8,7.95,2094.55,0,0,0,0,0,0,0,0,0,6.26,13.46,2151.56,2.13,2.64,1242.71,5.63,3.56,632.08,126.66,197.33,1557.91,5.64,3.53,625.2,0,0,0,0,0,0,0.89,1.77,1992.13,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.06,6200,374.75,150.3,401.08,0,0,0,0,4.41,0
Gujarat,Banaskantha,0,0,0,73.97,224.22,3031.05,15.5,12.6,813.1,0,0,0,15.5,12.6,813.1,162.97,438.07,2688.1,7.74,14.93,1929.29,0,0,0,0,0,0,0.33,0.43,1283.99,1.07,2.48,2324.88,10.46,8.38,801.34,131.19,288.21,2196.96,3.18,1.36,428.53,157.6,297.28,1886.29,0,0,0,112.01,360.91,3222.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.72,13.97,746.29,0,0,0,78.13,0.2,0
Gujarat,Bharuch,19.52,25.68,1315.44,19.8,38.85,1961.62,2.2,3.19,1446.21,3.01,3.3,1095.65,5.21,6.48,1243.77,0.47,0.95,2038.71,8.05,12.94,1608.27,0,0,0,0,0,0,2.97,1.96,659.71,92.89,92.8,999,13.71,9.27,676.47,0.63,1.34,2134.92,0.42,0.25,593.82,0.15,0.27,1804.05,0,0,0,3.46,10.71,3099.54,0,0,0,0,0,0,8.92,9.9,1109.47,0,0,0,37.52,236.91,6314.52,141.93,66.15,466.11,0,0,0,0,0,0
Gujarat,Vadodara / Baroda,45,71.93,1598.48,20.58,55.12,2677.97,0.44,0.57,1302.06,0.62,0.82,1319.94,1.06,1.39,1312.56,7.61,16.78,2203.57,52.85,122.83,2324.07,0,0,0,0,0,0,0.78,1,1285.53,67.5,99.08,1467.83,11.52,8.11,703.97,1.77,4.16,2344.23,0.52,0.28,547.21,0.09,0.16,1800,0,0,0,40.71,82.19,2018.96,0,0,0,0,0,0,22.52,17.88,794.16,0,0,0,4.44,28,6300,159.21,147.07,923.76,0,0,0,0.33,0.14,0
Gujarat,Bhavnagar,0,0,0,18.87,60.08,3184.76,0,0,0,0,0,0,0,0,0,34.75,94.08,2707.68,0.01,0.03,1857.14,0,0,0,0,0,0,4.6,5.91,1285.12,1.65,2.06,1242.94,9.38,5.72,609.63,95.58,227.55,2380.64,13.94,10.78,773.26,0.02,0.04,1809.64,0,0,0,0.25,0.65,2538.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,6200,324.73,240.85,741.69,0,0,0,0,28.26,0
Gujarat,Valsad,121.65,307.38,2526.81,0.19,0.6,3077.32,0.07,0.09,1402.99,0.74,0.97,1313.86,0.8,1.06,1321.3,0,0,0,0.39,0.82,2115.38,4.32,3.14,727.19,0,0,0,3.48,2.64,758.48,9.34,11.24,1203.62,13.23,8.9,672.41,0.27,0.64,2380.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.48,149.6,6370.93,0,0,0,0,0,0,0,0.6,0
Gujarat,Dangs,20.83,49.96,2398.34,2.26,1.81,799.29,0.69,0.96,1392.75,0,0,0,0.69,0.96,1392.75,0,0,0,0,0,0,7.56,7.51,992.59,0,0,0,20.21,17.5,865.62,2.95,3.67,1243.05,8.28,5.68,686.36,3.14,3.55,1129.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.06,700.07,0,0,0,0.16,0.97,6205.1,0,0,0,0,0,0,0,0,0
Gujarat,Jamnagar,0,0,0,10.98,39.55,3602.15,0.03,0.04,1407.41,0.32,0.42,1319.75,0.35,0.46,1326.59,0.72,1.66,2298.59,0.88,1.74,1974.97,0,0,0,0,0,0,14.18,20.25,1427.67,3.8,4.72,1243.02,9.56,7.36,769.48,323.42,977.65,3022.88,10.43,7.07,677.39,0.05,0.08,1751.45,0,0,0,7.9,29.54,3737.23,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,6203.85,197.3,199.17,1009.48,0,0,0,0.3,1.72,0
Gujarat,Junagadh,0,0,0,98.81,373.26,3777.59,0,0,0,14.39,21.85,1517.99,14.39,21.85,1517.99,6.55,20.13,3074.39,0.43,0.63,1455.81,0,0,0,0,0,0,74.75,115.37,1543.53,1.77,2.2,1242.8,25.29,28.68,1134.08,450.78,945.49,2097.48,7.83,7.98,1019.55,0.01,0.01,1833.33,0,0,0,1.15,2.8,2438.54,0,0,0,0,0,0,3.99,6.03,1510.02,0,0,0,4.75,29.46,6205.35,77.51,41.27,532.48,0,0,0,0,9.33,0
Gujarat,Kheda,235.19,610.28,2594.81,144.22,417.13,2892.25,0.01,0.02,1384.62,0.02,0.03,1318.68,0.03,0.04,1342.66,88.29,206.11,2334.53,11.3,16.71,1478.42,0,0,0,0,0,0,5.74,5.93,1033.34,1.98,2.93,1476.89,3.22,2.04,633.29,3.21,7.21,2247.33,0.66,0.39,596.95,1.82,3.29,1807.6,0,0,0,7.66,13.18,1719.37,0,0,0,0,0,0,1.45,1.45,1000.27,0,0,0,0.12,0.72,6205.38,21.7,11.91,549.1,0,0,0,7.56,0.31,0
Gujarat,Kutch,0,0,0,21.33,61.79,2897.13,26.12,36.4,1393.45,0,0,0,26.12,36.4,1393.45,27.03,40.38,1493.86,0.12,0.21,1813.56,0,0,0,0,0,0,0.22,0.28,1283.72,0.08,0.1,1237.5,90.08,50.52,560.83,54.79,128.92,2353.08,49.94,28.84,577.42,6.75,12.54,1857.27,0,0,0,99.44,249.77,2511.83,0,0,0,0,0,0,0.05,0.04,880,0,0,0,0,0,0,58.61,45.17,770.67,0,0,0,0.01,0.29,0
Gujarat,Mehsana,12.08,24.52,2030.04,122.18,384.91,3150.45,1.52,2.12,1393.2,0,0,0,1.52,2.12,1393.2,35.48,71.69,2020.55,0.52,0.87,1676.61,0,0,0,0,0,0,24.95,17.64,707.16,0.81,1.01,1242.24,65.49,38.52,588.2,20.24,44.66,2206,5.43,3.56,655.79,50.57,79.25,1567.24,0,0,0,151.63,355.01,2341.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.73,64.33,701.35,0,0,0,11.19,0.52,0
Gujarat,Panchmahal,127.96,144.13,1126.36,72.68,168.6,2319.69,0.06,0.08,1379.4,0.07,0.09,1318.68,0.13,0.17,1346.45,7.01,9.35,1334.84,256.79,414.96,1615.93,0,0,0,0,0,0,43.74,62.81,1436.07,34.26,52.72,1538.61,14.62,7.12,487.21,4.16,7.74,1860.87,1.01,0.59,584.81,0.41,0.75,1809.57,0,0,0,5.47,8.36,1528.4,0,0,0,0,0,0,61.35,50.51,823.33,0,0,0,0.39,2.4,6205.38,17.07,11.35,664.94,0,0,0,0.06,1.09,0
Gujarat,Rajkot,0,0,0,71.17,255.44,3589.12,0,0,0,0.05,0.06,1311.11,0.05,0.06,1311.11,1.79,3.29,1838.33,0.34,0.76,2212.83,0,0,0,0,0,0,19.65,39.66,2018.85,3.18,3.95,1242.89,3.79,2.85,752.32,320.55,873.87,2726.12,5.68,4.7,826.06,0.2,0.33,1636.01,0,0,0,12.78,36.89,2886.14,0,0,0,0,0,0,0.36,0.25,686.11,0,0,0,0.14,0.88,6205.07,385.38,348.73,904.88,0,0,0,0,5.1,0
