State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
Orissa,Cuttack,417.2,708.65,1698.59,0.44,0.82,1863.64,0,0,0,0,0,0,0,0,0,0,0,0,3.44,8.3,2412.79,0.09,0.08,888.89,0,0,0,0.9,0.74,822.22,1.37,1.09,795.62,272.73,137.6,504.53,39.96,77.18,1931.43,2.16,0.83,384.26,8.9,3.85,432.58,0,0,0,0.09,0.05,555.56,0.4,0.19,475,1.18,1.5,1271.19,0,0,0,52.69,83.6,1586.64,6.06,43.74,7218.15,0,0,0,34.28,82.23,116.51,5.58,2.29,0
Orissa,Dhenkanal,154.31,211.31,1369.39,0.05,0.09,1800,0,0,0,0,0,0,0,0,0,0,0,0,8.22,20.19,2456.2,0.03,0.03,1000,0,0,0,1.9,1.46,768.42,13,10.52,809.23,161.86,76.82,474.61,24.38,42.52,1744.05,55.64,22.12,397.56,7,3,428.57,0,0,0,0.35,0.21,600,0,0,0,0.58,0.72,1241.38,0,0,0,88.55,68.85,777.53,1.42,5.55,3910.56,0,0,0,49.43,45.66,95.09,2.7,2.24,0
Orissa,Ganjam,243.24,402.84,1656.14,0.09,0.17,1888.89,2.32,1.41,607.76,0,0,0,2.32,1.41,607.76,1.04,0.63,605.77,30.91,90.11,2915.24,21.54,20.36,945.22,0,0,0,0.5,0.48,960,16.21,14.43,890.19,201.26,99.73,495.53,14.96,27.99,1870.99,26.71,10.67,399.48,4,1.7,425,0,0,0,1.76,1.12,636.36,0,0,0,1.14,1.42,1245.61,0,0,0,49.22,43.17,877.08,2.1,16.35,7788.1,2.39,6.83,2857.74,47.76,50.13,97.89,0.6,1.9,0
Orissa,Kalahandi,288.76,489.55,1695.35,0.06,0.1,1666.67,0.31,0.23,741.94,0,0,0,0.31,0.23,741.94,0.14,0.09,642.86,15.9,46.68,2935.85,3.26,2.95,904.91,0,0,0,12.1,9.78,808.26,32.55,29.61,909.68,284.31,141.2,496.64,19,32.09,1688.95,7.72,3.08,398.96,10.5,4.61,439.05,0.26,0.16,615.38,2.13,1.42,666.67,2.5,1.22,488,1.99,2.45,1231.16,0,0,0,50.48,47.53,941.56,1.32,10.37,7856.82,62.53,176.93,2829.52,29.86,35.85,65.71,0.5,3.25,0
Orissa,Keonjhar,188.36,395.04,2097.26,0.31,0.58,1870.97,0.06,0.04,666.67,0,0,0,0.06,0.04,666.67,0.01,0.01,1000,24.42,69.4,2841.93,0.02,0.02,1000,0,0,0,2.5,2.04,816,2.91,2.59,890.03,64.71,33.69,520.63,8.16,15.23,1866.42,6.81,2.72,399.41,7.5,3.33,444,0,0,0,0.04,0.02,500,1.5,0.75,500,0.18,0.24,1333.33,0,0,0,34.66,25.93,748.12,0.18,1.32,7344.44,0,0,0,23.08,46.91,69.99,2.02,0.83,0
Orissa,Koraput,401.48,898.1,2236.97,0.34,0.63,1852.94,1.42,0.9,633.8,0,0,0,1.42,0.9,633.8,0.45,0.28,622.22,112.69,360.96,3203.12,81.63,70.39,862.31,0,0,0,3.6,2.45,680.56,23.98,22.4,934.11,110.83,54.28,489.76,12.89,23.35,1811.48,34.98,13.9,397.37,6.8,3.04,447.06,0.06,0.04,666.67,1.8,1.12,622.22,1.8,0.84,466.67,2.27,2.74,1207.05,0,0,0,88.73,55.17,621.77,10.49,79.81,7608.67,34.04,96.12,2823.74,117.08,82.21,199.29,2.9,3.14,0
Orissa,Mayurbhanja,324.09,655.66,2023.08,0.16,0.31,1937.5,0,0,0,0,0,0,0,0,0,0,0,0,3.84,8.92,2322.92,0.46,0.32,695.65,0,0,0,4.2,3.37,802.38,8.45,8.37,990.53,67.19,35.7,531.33,5.5,10.68,1941.82,2.39,0.94,393.31,7,3.07,438.57,0,0,0,0.28,0.17,607.14,3.5,1.72,491.43,0.24,0.3,1250,0,0,0,20.73,17.59,848.53,0,0,0,0,0,0,40.23,32.7,72.93,1.1,0.81,0
Orissa,Phulbani ( Kandhamal ),89.04,155.67,1748.32,0.09,0.17,1888.89,0.07,0.05,714.29,0,0,0,0.07,0.05,714.29,0.07,0.05,714.29,16.74,45.34,2708.48,2.25,1.97,875.56,0,0,0,0.8,0.58,725,9.7,8.27,852.58,59.72,28.71,480.74,6.43,11.61,1805.6,4.23,1.69,399.53,14,6.04,431.43,0,0,0,0.47,0.29,617.02,0,0,0,0.57,0.75,1315.79,0,0,0,35.36,23.98,678.17,0.05,0.37,7320,0.89,2.48,2786.52,27.23,38.28,65.51,2.2,1.36,0
Orissa,Puri,276.34,433.1,1567.27,0.15,0.27,1800,0.05,0.03,600,0,0,0,0.05,0.03,600,0,0,0,6.18,14.39,2328.48,0.58,0.45,775.86,0,0,0,1.1,0.79,718.18,1.3,0.98,753.85,190.68,94.48,495.49,13.47,25.88,1921.31,4.64,1.75,377.16,4.7,2.2,468.09,0.09,0.05,555.56,0.43,0.26,604.65,1.46,0.67,458.9,0.79,0.97,1227.85,0,0,0,25.58,31.78,1242.38,2.09,15.95,7631.58,0,0,0,63.85,51.1,114.95,1.18,1.06,0
Orissa,Sambalpur,529.76,626.07,1181.8,0.41,0.76,1853.66,0.02,0.02,1000,0,0,0,0.02,0.02,1000,0.02,0.01,500,8.99,21.69,2412.68,0.06,0.05,833.33,0,0,0,1.4,0.96,685.71,7.7,6.35,824.68,181.36,86.03,474.36,25.11,40.73,1622.06,33.8,13.75,406.8,18.2,7.79,428.02,0,0,0,0.01,0.01,1000,0,0,0,0.9,1.17,1300,0,0,0,78.07,63.47,812.99,1.06,8.05,7591.51,1.16,2.98,2568.97,41.13,46.71,87.84,2.75,3.68,0
Orissa,Sundargarh,198.96,349.97,1759,0.4,0.75,1875,1.26,0.8,634.92,0,0,0,1.26,0.8,634.92,0.03,0.02,666.67,8.5,21.92,2578.82,4.1,3.67,895.12,0,0,0,2.4,1.73,720.83,7.37,6.74,914.52,57.94,29,500.52,3.57,5.91,1655.46,19.81,7.85,396.26,7,3.03,432.86,0,0,0,0.25,0.15,600,1,0.5,500,0.25,0.33,1320,0,0,0,33.32,18.42,552.82,0.18,1.33,7366.67,0,0,0,20.3,30.32,50.62,1.53,1.81,0
West Bengal,24 Parganas,606.14,1690.69,2789.27,1.68,3.36,1996.44,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1.18,2557.24,0,0,0,0,0,0,0.24,0.3,1241.67,0.04,0.07,1659.09,73.14,53.26,728.18,2.23,4.96,2227.01,15.49,20.89,1348.55,38.19,48.37,1266.63,0,0,0,0,0,0,0.21,0.05,220.66,5.27,6.25,1184.71,0,0,0,0,0,0,1.68,14.7,8750.77,0.18,0.16,885.68,35.67,163.31,198.97,10.51,0,0.04
West Bengal,Nadia,242.66,804.3,3314.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23.04,3841.75,0,0,0,0,0,0,3.46,4.18,1208.73,0.22,0.37,1648.89,61.87,55.36,894.75,4.47,8.23,1840.56,29.47,29.41,997.76,87.89,94.41,1074.18,0,0,0,0,0,0,0.19,0.04,219.25,0.01,0.02,1900,0,0,0,0,0,0,2.38,20.84,8750.76,0,0,0,23.07,90.89,113.96,4.5,0,1.12
West Bengal,Murshidabad,367.54,1178.19,3205.58,0.06,0.19,3048.39,0,0,0,0,0,0,0,0,0,0,0,0,13.78,56.34,4088.53,0,0,0,0.18,0.26,1430.94,8.94,13.69,1530.76,0.21,0.45,2148.33,85.62,88.55,1034.2,0.09,0.21,2465.12,23,19.79,860.68,129.26,167.34,1294.58,0,0,0,0,0,0,0.67,0.12,177.61,0.04,0.04,951.22,0,0,0,0,0,0,3.24,27.52,8484.95,0,0,0,32.04,103.39,135.43,11.93,0,1.24
West Bengal,Burdwan,520.61,1597.43,3068.36,3.42,9.12,2668.42,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.26,2169.49,0,0,0,0,0,0,1.33,1.72,1294.65,0.11,0.18,1648.15,12.54,13.46,1073.02,2.16,5.76,2672.69,18.12,16.08,887.5,31.91,34.33,1075.68,0.01,0.01,750,0,0,0,0.11,0.03,221.24,0.08,0.12,1404.76,0,0,0,0,0,0,2.03,12.93,6369.61,0,0,0,7.95,114.44,122.38,64.07,0,0
West Bengal,Birbhum,423.81,1376.11,3246.97,35.12,99.7,2839.1,0,0,0,0,0,0,0,0,0,0,0,0,1.18,2.62,2221,0,0,0,0.01,0.01,1272.73,12.36,18.32,1481.76,0.85,1.4,1650.59,23.06,24.8,1075.41,0.09,0.19,2100,6.03,6.3,1044.41,32.86,31.97,973.07,0.01,0.01,846.15,0,0,0,0.41,0.09,217.92,0.03,0.05,1393.94,0.04,0.02,550,0,0,0,0.58,5.23,8977.36,0,0,0,7.17,69.36,76.53,15.42,0,0.65
West Bengal,Bankura,384.61,1081.48,2811.87,1.17,3.02,2583.76,0,0,0,0,0,0,0,0,0,0,0,0,0.73,1.83,2513.07,0,0,0,0,0,0,0.69,0.91,1321.27,0.07,0.12,1611.11,5.09,5.55,1090.14,1.27,2.4,1895.82,27.12,22.84,842.05,13.84,11.65,841.47,0,0,0,0,0,0,0.11,0.03,268.52,0.67,0.74,1101.49,0,0,0,0,0,0,0.02,0.18,10222.22,0,0,0,8.82,86.85,95.67,30.8,0,0.08
West Bengal,Hooghly,260.37,839.67,3224.91,0.46,1.12,2416.85,0,0,0,0,0,0,0,0,0,0,0,0,0.53,1.33,2517.05,0,0,0,0,0,0,0.11,0.16,1436.36,0,0,0,5.55,6.39,1150.6,14.29,36.62,2563.45,39.88,45.6,1143.37,9.73,9.37,962.1,0,0,0,0,0,0,0,0,0,0.01,0.02,1700,0,0,0,0,0,0,0.57,3.95,6938.42,0,0,0,14.14,159.71,173.84,103.86,0,0.28
West Bengal,Howrah,110.38,300.67,2724.04,0.16,0.28,1723.93,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.39,3252.1,0,0,0,0,0,0,0.01,0.01,1272.73,0,0,0,3.46,3.66,1058.98,4.45,10.17,2284.24,2.84,3.3,1164.67,1.93,1.78,921.64,0,0,0,0,0,0,0.04,0.01,214.29,0.1,0.15,1413.46,0,0,0,0,0,0,0.11,0.95,8750.93,0,0,0,2.74,21.8,24.54,5.82,0,0
West Bengal,Jalpaiguri,214.23,514.26,2400.54,10.75,35.44,3296.84,0,0,0,0,0,0,0,0,0,0,0,0,30.97,160.43,5179.94,0.04,0.04,875,0,0,0,0.12,0.18,1419.35,0.31,0.51,1651.61,15.76,11.64,738.5,4.16,8.32,2001.44,1.29,1.2,931.06,10.38,7.31,704.18,0.05,0.06,1127.27,0,0,0,0.62,0.13,216.83,0.05,0.06,1127.27,0,0,0,0,0,0,0.15,1.35,8750.65,0,0,0,10.73,100.84,111.57,45.87,0,0
West Bengal,Darjeeling,28.27,65.58,2319.88,0.43,1.29,3011.63,0,0,0,0,0,0,0,0,0,0,0,0,12.65,30.08,2377.49,0,0,0,0,0,0,0.02,0.02,1437.5,0.03,0.05,1655.17,1.26,0.81,642.69,0.02,0.05,2181.82,0.21,0.19,882.08,0.37,0.13,350.54,0,0,0,0,0,0,0.05,0.01,215.69,0.01,0.01,1571.43,0.22,0.17,800,0,0,0,0.01,0.12,8750,0,0,0,9.34,17.37,26.71,3.91,0,0
West Bengal,Malda,213.93,629.95,2944.6,9.68,31.46,3248.97,0,0,0,0,0,0,0,0,0,0,0,0,36.68,284.53,7757.91,0,0,0,0.21,0.29,1417.48,0.55,0.53,970.8,0.21,0.5,2400,23.66,24.22,1023.75,0.15,0.44,2945.95,0.28,0.23,837.55,46.46,58.9,1267.74,0,0,0,0,0,0,0.1,0.02,186.27,0,0,0,0,0,0,0,0,0,2.82,28.03,9954.19,0,0,0,35.44,67.76,103.19,8.94,0,0
West Bengal,Cooch Behar,273.05,745.2,2729.15,7.4,22.28,3011.49,0,0,0,0,0,0,0,0,0,0,0,0,24.38,149.62,6135.95,0,0,0,0,0,0,0,0,0,0,0,0,12.12,9.09,749.71,0.29,1.04,3600,0.55,0.4,720,33.36,26.12,782.98,0,0,0,0,0,0,1.05,0.23,217.68,0,0,0,0,0,0,0,0,0,0.06,0.5,8750.88,0,0,0,6.93,87.88,94.81,32.33,0,0.09
West Bengal,Purulia,273.17,751.47,2750.89,1.05,2.14,2038.97,0.01,0,500,0,0,0,0.01,0,500,0.03,0.01,400,10.46,17.29,1652.68,0.01,0,400,0,0,0,0.53,0.61,1151.8,0.27,0.31,1143.91,26.58,13.67,514.51,1,1.26,1258,1.15,0.88,764.5,4.67,4.13,883.61,0.03,0.02,800,0,0,0,0.37,0.08,219.25,0.01,0.01,909.09,0,0,0,0,0,0,0.47,7.31,15419.41,0,0,0,6.55,38,44.55,1.45,0,0
West Bengal,Midnapur,970.95,3001.78,3091.58,0.19,0.5,2691.89,0,0,0,0,0,0,0,0,0,0,0,0,1.11,3.25,2940.33,0,0,0,0,0,0,0.09,0.12,1329.67,0.41,0.5,1204.82,20.98,23.54,1121.72,28.73,98.08,3414.59,72.58,65.39,900.83,12.93,12.46,963.27,0,0,0,0,0,0,0.02,0,263.16,0.78,1.2,1540.44,0,0,0,0,0,0,2.83,28.91,10220.78,0,0,0,18.31,160.14,178.45,73.21,0,0
West Bengal,West Dinajpur,417.97,1082.16,2589.08,44.44,149.23,3358.09,0,0,0,0,0,0,0,0,0,0,0,0,82.96,648.67,7818.75,0,0,0,0,0,0,0.74,1.09,1471.62,0,0,0,33.11,23.71,716.15,0.25,0.52,2104.42,1.44,0.79,548.61,156.6,225.09,1437.42,0,0,0,0,0,0,0.94,0.18,188.76,0.06,0.04,725.81,0,0,0,0,0,0,1.08,9.92,9167.84,0,0,0,16.08,97.69,113.77,16.56,0,0
Bihar,Champaran,401.13,642.01,1600.53,221.16,566.42,2561.08,0,0,0,0,0,0,0,0,0,0,0,0,88.6,294.04,3318.58,0.07,0.05,739.13,0,0,1000,0.01,0.01,1166.67,1.63,2.96,1818.18,37.64,33.26,883.66,0.1,0.1,1019.8,0.09,0.08,875,6.57,6.89,1050.11,0,0,0,0.01,0.01,1000,0.38,0.32,848.4,3.13,4.47,1425.79,0,0,0,0,0,0,166.97,969.07,5803.87,0,0,0,17.46,35.09,52.55,18.04,1.54,0
Bihar,Muzaffarpur,284.69,469.65,1649.7,234.86,694.38,2956.65,0,0,0,0,0,0,0,0,0,0,0,0,74.19,186.02,2507.23,0.09,0.09,946.81,0.32,0.51,1585.14,0.12,0.14,1154.47,1.18,2.88,2433.16,43.28,31.7,732.48,0,0,0,0.16,0.14,876.54,8.82,12.71,1440.44,0,0,0,0,0,0,0.27,0.23,850.36,0.11,0.16,1418.18,0,0,0,0,0,0,27.85,188.09,6754.04,0,0,0,17.7,45.73,63.43,18.58,1.07,8.5
Bihar,Darbhanga,379.07,641.69,1692.79,204.34,573.28,2805.49,0,0,0,0,0,0,0,0,0,0,0,0,76.44,480,6279.49,0.65,1.22,1854.96,0.11,0.18,1589.29,0.07,0.09,1162.16,1.18,1.15,972.1,50.14,38.41,766.13,0,0,0,0.54,0.48,878.23,10.97,13.97,1274.19,0.1,0.08,814.43,0,0,1000,0.46,0.39,849.67,0,0,1000,0,0,0,0,0,0,5.04,29.89,5927.35,0,0,0,17.18,58.66,75.84,23.82,1.22,3.54
Bihar,Saharsa,168.85,279.7,1656.48,102,266.86,2616.16,0,0,0,0,0,0,0,0,0,0,0,0,44.05,235.49,5346.65,1.98,1.44,727.92,0.05,0.07,1577.78,0,0,0,0.03,0.05,1533.33,52.22,28.78,551.13,0,0,0,0.2,0.17,879.4,2.68,2.34,873.55,0,0,0,0,0,0,0.64,0.55,851.79,4.54,6.44,1420.95,0,0,0,0,0,0,0.15,0.87,5932.19,0,0,0,3.37,15.91,19.28,7.01,0.99,0
Bihar,Purnea,400.4,747.48,1866.82,91.16,216.38,2373.64,0,0,0,0,0,0,0,0,0,0,0,0,148.41,1030.07,6940.78,0.11,0.11,991.15,0,0,0,0.24,0.27,1152.54,0.15,0.23,1554.05,26.17,19.17,732.56,0,0,0,0.27,0.23,873.13,5.99,11.79,1967.78,0,0,0,0,0,0,2.69,2.29,850.83,0.57,0.83,1441.54,0,0,0,0,0,0,0.12,0.73,5939.02,0,0,0,12.05,44.21,56.26,23.18,0.8,0
Bihar,Saran,236.63,413.07,1745.64,242.43,698.72,2882.2,0,0,0,0,0,0,0,0,0,0.08,0.09,1135.8,60.75,178.48,2937.9,0.94,0.92,977.78,0.15,0.24,1586.67,0.23,0.26,1154.87,1.95,2.89,1480.02,5.55,4.9,882.79,0,0,0,0.01,0.01,857.14,7.87,11.03,1401.19,0,0,0,0,0,0,0.03,0.03,862.07,0,0,0,0,0,0,0,0,0,27.69,158.7,5731.25,0,0,0,6.26,33.03,39.29,13.12,0.81,0
Bihar,Patna,191.89,597.76,3115.03,148.68,500.15,3363.96,0.01,0.01,1111.11,0,0,0,0.01,0.01,1111.11,0.01,0.02,1142.86,12.48,54.07,4331.94,0,0,1000,0.25,0.43,1738.78,14.11,16.94,1200.62,1.15,2.49,2170.88,57.09,79.26,1388.44,0,0,0,0,0,1000,6.27,7.87,1254.15,0,0,0,0,0,0,0.18,0.15,801.1,0.06,0.09,1430.77,0,0,0,0,0,0,0.23,1.42,6211.84,0,0,0,0.11,28.4,28.52,10.06,2.06,5.76
Bihar,Mungair,192.94,514.37,2666.03,194.25,590.69,3040.92,0.09,0.1,1065.93,0,0,0,0.09,0.1,1065.93,0,0,0,114.66,416.98,3636.81,0.1,0.1,990.38,0.3,0.47,1584.46,8.03,9.8,1219.99,3.83,4.01,1048.85,26.27,26.76,1018.65,0.01,0.01,1000,0.04,0.03,875,16.4,16.89,1030.06,0,0,0,0,0,0,0.38,0.33,848.96,0.74,1.09,1475.68,0,0,0,0,0,0,2.53,15.81,6238.99,0,0,0,5.03,21.53,26.56,9.9,1.5,4.05
Bihar,Bhagalpur,125.45,441.68,3520.68,80.63,247.35,3067.55,0.01,0.01,1125,0,0,0,0.01,0.01,1125,0.01,0.01,1100,49.04,218.55,4457.08,0,0,0,1.4,1.02,723.65,5.15,3.81,739.43,1.32,1.7,1286.15,14.78,11.29,763.77,0,0,0,0.03,0.03,870.97,2.5,2.3,918.5,0,0,0,0.01,0.01,1000,1.01,0.86,851.04,0.16,0.23,1462.5,0,0,0,0,0,0,2.63,14.79,5630.95,0,0,0,3.49,14.67,18.16,8.24,0.33,0.09
Jharkhand,Santhal Paragana / Dumka,351,726.35,2069.39,0,0,0,0.37,0.27,733.7,0,0,0,0.37,0.27,733.7,0.05,0.04,745.45,92.42,208.15,2252.34,1.69,1.21,714.79,0,0,0,50.59,61.15,1208.65,40.55,28.61,705.59,0,0,0,2.72,2.22,819.52,3.87,1.8,466.15,80.8,48.6,601.46,0.59,0.39,664.41,0.02,0.01,416.67,10.86,3.81,350.3,0.25,0.12,478.09,0.35,0.25,706.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,Shahabad (now part of Bhojpur district),492.74,1840.01,3734.21,359.53,1118.79,3111.83,1.25,1.33,1065.6,0,0,0,1.25,1.33,1065.6,4.27,4.85,1134.07,3.66,9.49,2597.1,0,0,1000,6.21,10.78,1735.95,13.66,15.37,1125.19,2.94,3.87,1317.44,26.3,26.35,1001.9,0,0,0,0,0,0,7.04,8.48,1203.89,0,0,1000,0,0,0,2.21,1.9,859.79,0,0,1000,0,0,0,0,0,0,0.24,1.53,6431.93,0,0,0,1.19,25.09,26.28,10.66,1.38,2.43
Bihar,Gaya,433.19,1505.74,3475.97,222.27,631.28,2840.14,0,0,0,0,0,0,0,0,0,0,0,0,5.17,17.56,3394.16,0.25,0.25,991.94,1.59,2.77,1744.65,16.6,20.49,1234.23,3.13,2.87,916.35,59.87,58.49,976.92,0.46,0.47,1019.69,0.23,0.2,878.26,4.01,4.21,1051.91,0,0,0,0,0,0,3.86,3.27,848.15,0.04,0.07,1444.44,0,0,0,0,0,0,0.32,1.56,4887.5,0,0,0,0.24,27.15,27.39,12.97,1.44,0.48
Jharkhand,Hazaribagh,266.02,533.69,2006.23,0,0,0,0.64,0.57,884.97,0,0,0,0.64,0.57,884.97,0.03,0.01,412.66,64.33,139.51,2168.46,2.64,1.85,698.86,0,0,0,61.76,86.78,1405.27,41.75,47.55,1138.79,0,0,0,3.83,4,1044.49,0.89,0.36,400.38,64.31,49.14,764.01,0.22,0.13,580.36,0.01,0,100,7.55,5.4,714.62,0.13,0.08,650.71,0.51,0.36,715.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dhanbad,53.28,113.46,2129.71,0,0,0,0.17,0.11,634.47,0,0,0,0.17,0.11,634.47,0.03,0.01,451.84,4.95,11.5,2324.01,0.29,0.2,688.36,0,0,0,7.04,10.27,1457.96,5.37,5.23,974.52,0,0,0,0.49,0.53,1086.52,0.18,0.08,433.49,11.14,9.37,841.5,0,0,0,0.01,0,100,0.23,0.14,614.77,0.04,0.02,583.33,0.07,0.05,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Palamau,121.89,253.28,2077.92,0,0,0,0.75,0.36,478.15,0,0,0,0.75,0.36,478.15,0,0,0,66.32,93.25,1406.14,0.28,0.31,1130.91,0,0,0,40.03,30.49,761.68,74.38,74.39,1000.13,0,0,0,6.24,4.78,765.3,8.38,2.96,353.71,49.12,31.49,640.99,0.31,0,0,0,0,1000,6.4,2.91,454.86,0.2,0.04,197.97,0.38,0.42,1094.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Ranchi,556.33,1124.5,2021.3,0,0,0,0.18,0.12,630.43,0,0,0,0.18,0.12,630.43,0.02,0.01,750,39.61,103.5,2613.11,11.21,13.14,1172.75,0,0,0,43.27,58.32,1347.8,54.67,66.5,1216.47,0,0,0,17.51,23.03,1315.1,0.89,0.53,595.48,62.53,46.23,739.25,0.86,0.58,671.73,0.1,0.04,400,6.94,3.97,571.94,0.61,0.37,604.61,0.34,0.27,811.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Singhbhum,386.91,669.97,1731.62,0,0,0,1.21,0.79,649.88,0,0,0,1.21,0.79,649.88,0.48,0.27,567.57,27.07,40.82,1507.72,2.91,1.78,610.86,0,0,0,29.99,38.79,1293.22,28.38,34.57,1218.46,0,0,0,1.48,1.27,859.85,1.97,0.97,490.6,37.14,33.33,897.41,0.03,0.01,500,0.01,0,500,20.1,13.47,670.27,0.95,0.57,600.63,0.28,0.18,645.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
